no[#]	date_a	time_a	date_b	time_b	PA_a[deg]	PA_b[deg]	clong a[deg]	clong b[deg]	hlong a[deg]	hlong b[deg]	angle e-a[deg]	angle b-e[deg]	angle b-a[deg]	evento_a	evento_b	preevento_a_1h	preevento_b_1h	preevento_a_2h	preevento_b_2h	pre_a_1h_download	pre_b_1h_download	pre_a_2h_download	pre_b_2h_download
614	2011-02-01	21:08:15	2011-02-01	22:08:52	315	45	*	*	*	*	*	*	*	2011-02-01 21:08:15	2011-02-01 22:08:52	2011-02-01 20:08:15	2011-02-01 21:08:52	2011-02-01 19:08:15	2011-02-01 20:08:52	/gehme/data/stereo/secchi/L0/a/img/cor2/20110201/20110201_195400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110201/20110201_205400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110201/20110201_185400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110201/20110201_195400_d4c2B.fts
615	2011-02-02	03:08:15	2011-02-02	03:08:52	315	45	*	*	*	*	*	*	*	2011-02-02 03:08:15	2011-02-02 03:08:52	2011-02-02 02:08:15	2011-02-02 02:08:52	2011-02-02 01:08:15	2011-02-02 01:08:52	/gehme/data/stereo/secchi/L0/a/img/cor2/20110202/20110202_015400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110202/20110202_015400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110202/20110202_005400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110202/20110202_005400_d4c2B.fts
616	2011-02-03	05:08:15	2011-02-03	08:08:52	270	90	*	*	*	*	*	*	*	2011-02-03 05:08:15	2011-02-03 08:08:52	2011-02-03 04:08:15	2011-02-03 07:08:52	2011-02-03 03:08:15	2011-02-03 06:08:52	/gehme/data/stereo/secchi/L0/a/img/cor2/20110203/20110203_035400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110203/20110203_070800_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110203/20110203_025400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110203/20110203_060800_d4c2B.fts
617	2011-02-05	02:08:15	2011-02-05	03:08:51	315	45	*	*	*	*	*	*	*	2011-02-05 02:08:15	2011-02-05 03:08:51	2011-02-05 01:08:15	2011-02-05 02:08:51	2011-02-05 00:08:15	2011-02-05 01:08:51	/gehme/data/stereo/secchi/L0/a/img/cor2/20110205/20110205_005400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110205/20110205_020800_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110204/20110204_235400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110205/20110205_005400_d4c2B.fts
618	2011-02-09	04:08:15	2011-02-09	05:08:50	90	270	*	*	*	*	*	*	*	2011-02-09 04:08:15	2011-02-09 05:08:50	2011-02-09 03:08:15	2011-02-09 04:08:50	2011-02-09 02:08:15	2011-02-09 03:08:50	/gehme/data/stereo/secchi/L0/a/img/cor2/20110209/20110209_025400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110209/20110209_035400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110209/20110209_015400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110209/20110209_030800_d4c2B.fts
619	2011-02-09	17:08:15	2011-02-09	18:08:50	270	90	*	*	*	*	*	*	*	2011-02-09 17:08:15	2011-02-09 18:08:50	2011-02-09 16:08:15	2011-02-09 17:08:50	2011-02-09 15:08:15	2011-02-09 16:08:50	/gehme/data/stereo/secchi/L0/a/img/cor2/20110209/20110209_155400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110209/20110209_165400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110209/20110209_145400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110209/20110209_155400_d4c2B.fts
620	2011-02-10	03:08:15	2011-02-10	04:08:50	270	90	*	*	*	*	*	*	*	2011-02-10 03:08:15	2011-02-10 04:08:50	2011-02-10 02:08:15	2011-02-10 03:08:50	2011-02-10 01:08:15	2011-02-10 02:08:50	/gehme/data/stereo/secchi/L0/a/img/cor2/20110210/20110210_015400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110210/20110210_030800_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110210/20110210_005400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110210/20110210_020800_d4c2B.fts
621	2011-02-13	19:08:15	2011-02-13	19:08:48	90	270	*	*	*	*	*	*	*	2011-02-13 19:08:15	2011-02-13 19:08:48	2011-02-13 18:08:15	2011-02-13 18:08:48	2011-02-13 17:08:15	2011-02-13 17:08:48	/gehme/data/stereo/secchi/L0/a/img/cor2/20110213/20110213_175400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110213/20110213_175400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110213/20110213_165400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110213/20110213_170800_d4c2B.fts
622	2011-02-14	18:08:15	2011-02-14	19:08:48	90	270	*	*	*	*	*	*	*	2011-02-14 18:08:15	2011-02-14 19:08:48	2011-02-14 17:08:15	2011-02-14 18:08:48	2011-02-14 16:08:15	2011-02-14 17:08:48	/gehme/data/stereo/secchi/L0/a/img/cor2/20110214/20110214_165400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110214/20110214_175400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110214/20110214_155400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110214/20110214_165400_d4c2B.fts
623	2011-02-15	02:08:15	2011-02-15	03:08:48	90	270	*	*	*	*	*	*	*	2011-02-15 02:08:15	2011-02-15 03:08:48	2011-02-15 01:08:15	2011-02-15 02:08:48	2011-02-15 00:08:15	2011-02-15 01:08:48	/gehme/data/stereo/secchi/L0/a/img/cor2/20110215/20110215_005400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110215/20110215_015400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110214/20110214_235400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110215/20110215_005400_d4c2B.fts
624	2011-02-16	05:08:15	2011-02-16	04:08:48	45	315	*	*	*	*	*	*	*	2011-02-16 05:08:15	2011-02-16 04:08:48	2011-02-16 04:08:15	2011-02-16 03:08:48	2011-02-16 03:08:15	2011-02-16 02:08:48	/gehme/data/stereo/secchi/L0/a/img/cor2/20110216/20110216_042400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110216/20110216_025400_d4c2B.fts	No img/double data	/gehme/data/stereo/secchi/L0/b/img/cor2/20110216/20110216_015400_d4c2B.fts
625	2011-02-17	03:08:15	2011-02-17	04:08:48	45	315	*	*	*	*	*	*	*	2011-02-17 03:08:15	2011-02-17 04:08:48	2011-02-17 02:08:15	2011-02-17 03:08:48	2011-02-17 01:08:15	2011-02-17 02:08:48	/gehme/data/stereo/secchi/L0/a/img/cor2/20110217/20110217_015400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110217/20110217_025400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110217/20110217_005400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110217/20110217_015400_d4c2B.fts
626	2011-02-18	19:08:15	2011-02-18	19:08:47	315/90	45	*	*	*	*	*	*	*	2011-02-18 19:08:15	2011-02-18 19:08:47	2011-02-18 18:08:15	2011-02-18 18:08:47	2011-02-18 17:08:15	2011-02-18 17:08:47	/gehme/data/stereo/secchi/L0/a/img/cor2/20110218/20110218_175400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110218/20110218_175400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110218/20110218_165400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110218/20110218_165400_d4c2B.fts
627	2011-02-20	18:08:15	2011-02-20	18:08:47	270	90	*	*	*	*	*	*	*	2011-02-20 18:08:15	2011-02-20 18:08:47	2011-02-20 17:08:15	2011-02-20 17:08:47	2011-02-20 16:08:15	2011-02-20 16:08:47	/gehme/data/stereo/secchi/L0/a/img/cor2/20110220/20110220_170800_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110220/20110220_165400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110220/20110220_160800_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110220/20110220_155400_d4c2B.fts
628	2011-02-24	10:08:15	2011-02-24	11:08:46	180	90	*	*	*	*	*	*	*	2011-02-24 10:08:15	2011-02-24 11:08:46	2011-02-24 09:08:15	2011-02-24 10:08:46	2011-02-24 08:08:15	2011-02-24 09:08:46	/gehme/data/stereo/secchi/L0/a/img/cor2/20110224/20110224_085400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110224/20110224_095400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110224/20110224_075400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110224/20110224_085400_d4c2B.fts
629	2011-02-25	09:08:15	2011-02-25	09:08:45	45	315	*	*	*	*	*	*	*	2011-02-25 09:08:15	2011-02-25 09:08:45	2011-02-25 08:08:15	2011-02-25 08:08:45	2011-02-25 07:08:15	2011-02-25 07:08:45	/gehme/data/stereo/secchi/L0/a/img/cor2/20110225/20110225_075400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110225/20110225_075400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110225/20110225_065400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110225/20110225_065400_d4c2B.fts
630	2011-02-25	18:08:15	2011-02-25	21:08:45	90	270	*	*	*	*	*	*	*	2011-02-25 18:08:15	2011-02-25 21:08:45	2011-02-25 17:08:15	2011-02-25 20:08:45	2011-02-25 16:08:15	2011-02-25 19:08:45	/gehme/data/stereo/secchi/L0/a/img/cor2/20110225/20110225_165400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110225/20110225_195400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110225/20110225_155400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110225/20110225_185400_d4c2B.fts
631	2011-02-26	17:08:15	2011-02-26	17:08:45	315	45	*	*	*	*	*	*	*	2011-02-26 17:08:15	2011-02-26 17:08:45	2011-02-26 16:08:15	2011-02-26 16:08:45	2011-02-26 15:08:15	2011-02-26 15:08:45	/gehme/data/stereo/secchi/L0/a/img/cor2/20110226/20110226_155400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110226/20110226_155400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110226/20110226_145400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110226/20110226_145400_d4c2B.fts
632	2011-02-27	04:08:15	2011-02-27	05:08:45	90	270	*	*	*	*	*	*	*	2011-02-27 04:08:15	2011-02-27 05:08:45	2011-02-27 03:08:15	2011-02-27 04:08:45	2011-02-27 02:08:15	2011-02-27 03:08:45	/gehme/data/stereo/secchi/L0/a/img/cor2/20110227/20110227_025400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110227/20110227_035400_d4c2B.fts	/gehme/data/stereo/secchi/L0/a/img/cor2/20110227/20110227_015400_d4c2A.fts	/gehme/data/stereo/secchi/L0/b/img/cor2/20110227/20110227_025400_d4c2B.fts
