no[#]	date_a	time_a	date_b	time_b	PA_a[deg]	PA_b[deg]	clong a[deg]	clong b[deg]	hlong a[deg]	hlong b[deg]	angle e-a[deg]	angle b-e[deg]	angle b-a[deg]	evento_a	evento_b	preevento_a_1h	preevento_b_1h	preevento_a_2h	preevento_b_2h	pre_a_1h_download_c2	pre_b_1h_download_c2	pre_a_2h_download_c2	pre_b_2h_download_c2
568a	2010-12-14	18:08:15	2010-12-14	19:09:06	45	315	207.721	34.862	85.283	-87.575	85.214	87.702	172.916	2010-12-14 18:08:15	2010-12-14 19:09:06	2010-12-14 17:08:15	2010-12-14 18:09:06	2010-12-14 16:08:15	2010-12-14 17:09:06	/gehme/data/soho/lasco/level_05/c2/20101214/22354688.fts	/gehme/data/soho/lasco/level_05/c2/20101214/22354693.fts	/gehme/data/soho/lasco/level_05/c2/20101214/22354683.fts	/gehme/data/soho/lasco/level_05/c2/20101214/22354688.fts
568b	2010-12-14	*	2010-12-14	*	*	*	*	*	*	*	*	*	*			NaT	NaT	NaT	NaT	*	*	*	*
569	2010-12-15	20:08:15	2010-12-15	21:09:06	90	270	193.486	20.458	85.322	-87.707	85.234	87.850	*	2010-12-15 20:08:15	2010-12-15 21:09:06	2010-12-15 19:08:15	2010-12-15 20:09:06	2010-12-15 18:08:15	2010-12-15 19:09:06	/gehme/data/soho/lasco/level_05/c2/20101215/22354822.fts	/gehme/data/soho/lasco/level_05/c2/20101215/22354827.fts	/gehme/data/soho/lasco/level_05/c2/20101215/22354817.fts	/gehme/data/soho/lasco/level_05/c2/20101215/22354822.fts
570	2010-12-16	11:08:15	2010-12-16	13:09:05	45	315	185.274	12.148	85.344	-87.782	85.246	87.935	*	2010-12-16 11:08:15	2010-12-16 13:09:05	2010-12-16 10:08:15	2010-12-16 12:09:05	2010-12-16 09:08:15	2010-12-16 11:09:05	/gehme/data/soho/lasco/level_05/c2/20101216/22354901.fts	/gehme/data/soho/lasco/level_05/c2/20101216/22354911.fts	/gehme/data/soho/lasco/level_05/c2/20101216/22354896.fts	/gehme/data/soho/lasco/level_05/c2/20101216/22354906.fts
571	2010-12-19	11:08:15	2010-12-19	09:09:05	90/315	270/45	146.941	333.364	*	*	*	*	*	2010-12-19 11:08:15	2010-12-19 09:09:05	2010-12-19 10:08:15	2010-12-19 08:09:05	2010-12-19 09:08:15	2010-12-19 07:09:05	/gehme/data/soho/lasco/level_05/c2/20101219/22355272.fts	/gehme/data/soho/lasco/level_05/c2/20101219/22355260.fts	/gehme/data/soho/lasco/level_05/c2/20101219/22355267.fts	/gehme/data/soho/lasco/level_05/c2/20101219/22355255.fts
572	2010-12-20	17:08:15	2010-12-20	19:09:04	45	315	129.431	315.650	85.492	-88.289	85.327	88.502	*	2010-12-20 17:08:15	2010-12-20 19:09:04	2010-12-20 16:08:15	2010-12-20 18:09:04	2010-12-20 15:08:15	2010-12-20 17:09:04	/gehme/data/soho/lasco/level_05/c2/20101220/22355424.fts	/gehme/data/soho/lasco/level_05/c2/20101220/22355434.fts	/gehme/data/soho/lasco/level_05/c2/20101220/22355422.fts	/gehme/data/soho/lasco/level_05/c2/20101220/22355429.fts
573	2010-12-21	07:08:15	2010-12-21	08:09:04	90	270	121.766	307.896	85.512	-88.357	85.338	88.579	*	2010-12-21 07:08:15	2010-12-21 08:09:04	2010-12-21 06:08:15	2010-12-21 07:09:04	2010-12-21 05:08:15	2010-12-21 06:09:04	/gehme/data/soho/lasco/level_05/c2/20101221/22355496.fts	/gehme/data/soho/lasco/level_05/c2/20101221/22355501.fts	/gehme/data/soho/lasco/level_05/c2/20101221/22355491.fts	/gehme/data/soho/lasco/level_05/c2/20101221/22355496.fts
574	2010-12-23	12:08:15	2010-12-23	13:09:04	90	270	92.750	278.547	85.588	-88.615	85.380	88.867	*	2010-12-23 12:08:15	2010-12-23 13:09:04	2010-12-23 11:08:15	2010-12-23 12:09:04	2010-12-23 10:08:15	2010-12-23 11:09:04	/gehme/data/soho/lasco/level_05/c2/20101223/22355771.fts	/gehme/data/soho/lasco/level_05/c2/20101223/22355776.fts	/gehme/data/soho/lasco/level_05/c2/20101223/22355766.fts	/gehme/data/soho/lasco/level_05/c2/20101223/22355771.fts
575	2010-12-24	16:08:15	2010-12-24	16:09:03	90	270	77.421	263.043	85.627	-88.750	85.403	89.017	*	2010-12-24 16:08:15	2010-12-24 16:09:03	2010-12-24 15:08:15	2010-12-24 15:09:03	2010-12-24 14:08:15	2010-12-24 14:09:03	/gehme/data/soho/lasco/level_05/c2/20101224/22355913.fts	/gehme/data/soho/lasco/level_05/c2/20101224/22355913.fts	/gehme/data/soho/lasco/level_05/c2/20101224/22355906.fts	/gehme/data/soho/lasco/level_05/c2/20101224/22355906.fts
576	2010-12-26	09:08:15	2010-12-26	10:09:03	225	135	54.975	240.344	85.684	-88.946	85.435	*	*	2010-12-26 09:08:15	2010-12-26 10:09:03	2010-12-26 08:08:15	2010-12-26 09:09:03	2010-12-26 07:08:15	2010-12-26 08:09:03	/gehme/data/soho/lasco/level_05/c2/20101226/22356124.fts	/gehme/data/soho/lasco/level_05/c2/20101226/22356131.fts	/gehme/data/soho/lasco/level_05/c2/20101226/22356119.fts	/gehme/data/soho/lasco/level_05/c2/20101226/22356124.fts
577	2010-12-27	05:08:15	2010-12-27	05:09:03	225/90	270/135	44.026	229.272	85.712	-89.042	*	*	*	2010-12-27 05:08:15	2010-12-27 05:09:03	2010-12-27 04:08:15	2010-12-27 04:09:03	2010-12-27 03:08:15	2010-12-27 03:09:03	/gehme/data/soho/lasco/level_05/c2/20101227/22356229.fts	/gehme/data/soho/lasco/level_05/c2/20101227/22356229.fts	/gehme/data/soho/lasco/level_05/c2/20101227/22356224.fts	/gehme/data/soho/lasco/level_05/c2/20101227/22356224.fts
578	2010-12-29	02:08:15	2010-12-29	05:09:02	315	45	19.390	204.362	85.773	-89.254	85.487	*	*	2010-12-29 02:08:15	2010-12-29 05:09:02	2010-12-29 01:08:15	2010-12-29 04:09:02	2010-12-29 00:08:15	2010-12-29 03:09:02	/gehme/data/soho/lasco/level_05/c2/20101229/22356459.fts	/gehme/data/soho/lasco/level_05/c2/20101229/22356475.fts	/gehme/data/soho/lasco/level_05/c2/20101229/22356455.fts	/gehme/data/soho/lasco/level_05/c2/20101229/22356470.fts
579	2010-12-29	23:08:15	2010-12-30	00:09:02	0	0	7.893	192.739	85.801	-89.353	85.504	89.685	*	2010-12-29 23:08:15	2010-12-30 00:09:02	2010-12-29 22:08:15	2010-12-29 23:09:02	2010-12-29 21:08:15	2010-12-29 22:09:02	/gehme/data/soho/lasco/level_05/c2/20101229/22356570.fts	/gehme/data/soho/lasco/level_05/c2/20101229/22356574.fts	/gehme/data/soho/lasco/level_05/c2/20101229/22356566.fts	/gehme/data/soho/lasco/level_05/c2/20101229/22356570.fts
580	2010-12-30	21:08:15	2010-12-31	03:09:02	45/315	45/315	355.849	180.563	85.830	-89.456	*	*	*	2010-12-30 21:08:15	2010-12-31 03:09:02	2010-12-30 20:08:15	2010-12-31 02:09:02	2010-12-30 19:08:15	2010-12-31 01:09:02	/gehme/data/soho/lasco/level_05/c2/20101230/22356681.fts	/gehme/data/soho/lasco/level_05/c2/20101231/22356704.fts	/gehme/data/soho/lasco/level_05/c2/20101230/22356676.fts	/gehme/data/soho/lasco/level_05/c2/20101231/22356700.fts
581	2010-12-31	11:08:15	2010-12-31	13:09:01	315	45	348.184	172.815	85.848	-89.521	85.533	*	*	2010-12-31 11:08:15	2010-12-31 13:09:01	2010-12-31 10:08:15	2010-12-31 12:09:01	2010-12-31 09:08:15	2010-12-31 11:09:01	/gehme/data/soho/lasco/level_05/c2/20101231/22356748.fts	/gehme/data/soho/lasco/level_05/c2/20101231/22356758.fts	/gehme/data/soho/lasco/level_05/c2/20101231/22356743.fts	/gehme/data/soho/lasco/level_05/c2/20101231/22356753.fts
582	2011-01-02	18:08:15	2011-01-02	19:09:01	270	90	*	*	*	*	*	*	*	2011-01-02 18:08:15	2011-01-02 19:09:01	2011-01-02 17:08:15	2011-01-02 18:09:01	2011-01-02 16:08:15	2011-01-02 17:09:01	/gehme/data/soho/lasco/level_05/c2/20110102/22357026.fts	/gehme/data/soho/lasco/level_05/c2/20110102/22357031.fts	/gehme/data/soho/lasco/level_05/c2/20110102/22357021.fts	/gehme/data/soho/lasco/level_05/c2/20110102/22357026.fts
583	2011-01-04	07:08:15	2011-01-04	07:09:00	270	90	*	*	*	*	*	*	*	2011-01-04 07:08:15	2011-01-04 07:09:00	2011-01-04 06:08:15	2011-01-04 06:09:00	2011-01-04 05:08:15	2011-01-04 05:09:00	/gehme/data/soho/lasco/level_05/c2/20110104/22357208.fts	/gehme/data/soho/lasco/level_05/c2/20110104/22357208.fts	/gehme/data/soho/lasco/level_05/c2/20110104/22357203.fts	/gehme/data/soho/lasco/level_05/c2/20110104/22357203.fts
584	2011-01-06	15:08:15	2011-01-06	15:09:00	270	90	*	*	*	*	*	*	*	2011-01-06 15:08:15	2011-01-06 15:09:00	2011-01-06 14:08:15	2011-01-06 14:09:00	2011-01-06 13:08:15	2011-01-06 13:09:00	/gehme/data/soho/lasco/level_05/c2/20110106/22357496.fts	/gehme/data/soho/lasco/level_05/c2/20110106/22357496.fts	/gehme/data/soho/lasco/level_05/c2/20110106/22357492.fts	/gehme/data/soho/lasco/level_05/c2/20110106/22357492.fts
585	2011-01-07	22:08:15	2011-01-08	00:08:59	270	90	*	*	*	*	*	*	*	2011-01-07 22:08:15	2011-01-08 00:08:59	2011-01-07 21:08:15	2011-01-07 23:08:59	2011-01-07 20:08:15	2011-01-07 22:08:59	/gehme/data/soho/lasco/level_05/c2/20110107/22357657.fts	/gehme/data/soho/lasco/level_05/c2/20110107/22357665.fts	/gehme/data/soho/lasco/level_05/c2/20110107/22357648.fts	/gehme/data/soho/lasco/level_05/c2/20110107/22357662.fts
586	2011-01-08	04:08:15	2011-01-08	10:08:59	90	270	*	*	*	*	*	*	*	2011-01-08 04:08:15	2011-01-08 10:08:59	2011-01-08 03:08:15	2011-01-08 09:08:59	2011-01-08 02:08:15	2011-01-08 08:08:59	/gehme/data/soho/lasco/level_05/c2/20110108/22357683.fts	/gehme/data/soho/lasco/level_05/c2/20110108/22357716.fts	/gehme/data/soho/lasco/level_05/c2/20110108/22357677.fts	/gehme/data/soho/lasco/level_05/c2/20110108/22357709.fts
587	2011-01-09	23:08:15	2011-01-10	01:08:59	45	315	*	*	*	*	*	*	*	2011-01-09 23:08:15	2011-01-10 01:08:59	2011-01-09 22:08:15	2011-01-10 00:08:59	2011-01-09 21:08:15	2011-01-09 23:08:59	/gehme/data/soho/lasco/level_05/c2/20110109/22357910.fts	/gehme/data/soho/lasco/level_05/c2/20110110/22357919.fts	/gehme/data/soho/lasco/level_05/c2/20110109/22357905.fts	/gehme/data/soho/lasco/level_05/c2/20110109/22357913.fts
588	2011-01-11	00:08:15	2011-01-11	01:08:58	270	90	*	*	*	*	*	*	*	2011-01-11 00:08:15	2011-01-11 01:08:58	2011-01-10 23:08:15	2011-01-11 00:08:58	2011-01-10 22:08:15	2011-01-10 23:08:58	/gehme/data/soho/lasco/level_05/c2/20110110/22358027.fts	/gehme/data/soho/lasco/level_05/c2/20110111/22358033.fts	/gehme/data/soho/lasco/level_05/c2/20110110/22358024.fts	/gehme/data/soho/lasco/level_05/c2/20110110/22358027.fts
589	2011-01-12	00:08:15	2011-01-12	00:08:58	315	45	*	*	*	*	*	*	*	2011-01-12 00:08:15	2011-01-12 00:08:58	2011-01-11 23:08:15	2011-01-11 23:08:58	2011-01-11 22:08:15	2011-01-11 22:08:58	/gehme/data/soho/lasco/level_05/c2/20110111/22358151.fts	/gehme/data/soho/lasco/level_05/c2/20110111/22358151.fts	/gehme/data/soho/lasco/level_05/c2/20110111/22358148.fts	/gehme/data/soho/lasco/level_05/c2/20110111/22358148.fts
590	2011-01-12	10:08:15	2011-01-12	11:08:58	90/270	90/270	*	*	*	*	*	*	*	2011-01-12 10:08:15	2011-01-12 11:08:58	2011-01-12 09:08:15	2011-01-12 10:08:58	2011-01-12 08:08:15	2011-01-12 09:08:58	/gehme/data/soho/lasco/level_05/c2/20110112/22358204.fts	/gehme/data/soho/lasco/level_05/c2/20110112/22358209.fts	/gehme/data/soho/lasco/level_05/c2/20110112/22358197.fts	/gehme/data/soho/lasco/level_05/c2/20110112/22358204.fts
591	2011-01-13	02:08:15	2011-01-13	*	135	*	*	*	*	*	*	*	*	2011-01-13 02:08:15		2011-01-13 01:08:15	NaT	2011-01-13 00:08:15	NaT	/gehme/data/soho/lasco/level_05/c2/20110113/22358285.fts	*	/gehme/data/soho/lasco/level_05/c2/20110113/22358281.fts	*
592	2011-01-13	10:08:15	2011-01-13	10:08:58	360	360	*	*	*	*	*	*	*	2011-01-13 10:08:15	2011-01-13 10:08:58	2011-01-13 09:08:15	2011-01-13 09:08:58	2011-01-13 08:08:15	2011-01-13 08:08:58	/gehme/data/soho/lasco/level_05/c2/20110113/22358321.fts	/gehme/data/soho/lasco/level_05/c2/20110113/22358321.fts	/gehme/data/soho/lasco/level_05/c2/20110113/22358314.fts	/gehme/data/soho/lasco/level_05/c2/20110113/22358314.fts
593	2011-01-14	05:08:15	2011-01-14	06:08:58	360	360	*	*	*	*	*	*	*	2011-01-14 05:08:15	2011-01-14 06:08:58	2011-01-14 04:08:15	2011-01-14 05:08:58	2011-01-14 03:08:15	2011-01-14 04:08:58	/gehme/data/soho/lasco/level_05/c2/20110114/22358415.fts	/gehme/data/soho/lasco/level_05/c2/20110114/22358420.fts	/gehme/data/soho/lasco/level_05/c2/20110114/22358410.fts	/gehme/data/soho/lasco/level_05/c2/20110114/22358415.fts
594	2011-01-16	19:08:15	2011-01-16	20:08:57	90	270	*	*	*	*	*	*	*	2011-01-16 19:08:15	2011-01-16 20:08:57	2011-01-16 18:08:15	2011-01-16 19:08:57	2011-01-16 17:08:15	2011-01-16 18:08:57	/gehme/data/soho/lasco/level_05/c2/20110116/22358728.fts	/gehme/data/soho/lasco/level_05/c2/20110116/22358733.fts	/gehme/data/soho/lasco/level_05/c2/20110116/22358723.fts	/gehme/data/soho/lasco/level_05/c2/20110116/22358728.fts
595	2011-01-18	05:08:15	2011-01-18	05:08:57	315	45	*	*	*	*	*	*	*	2011-01-18 05:08:15	2011-01-18 05:08:57	2011-01-18 04:08:15	2011-01-18 04:08:57	2011-01-18 03:08:15	2011-01-18 03:08:57	/gehme/data/soho/lasco/level_05/c2/20110118/22358851.fts	/gehme/data/soho/lasco/level_05/c2/20110118/22358851.fts	/gehme/data/soho/lasco/level_05/c2/20110118/22358846.fts	/gehme/data/soho/lasco/level_05/c2/20110118/22358846.fts
596	2011-01-19	16:08:15	2011-01-19	19:08:57	90	270	*	*	*	*	*	*	*	2011-01-19 16:08:15	2011-01-19 19:08:57	2011-01-19 15:08:15	2011-01-19 18:08:57	2011-01-19 14:08:15	2011-01-19 17:08:57	/gehme/data/soho/lasco/level_05/c2/20110119/22359004.fts	/gehme/data/soho/lasco/level_05/c2/20110119/22359020.fts	No data	/gehme/data/soho/lasco/level_05/c2/20110119/22359015.fts
597	2011-01-20	12:08:15	2011-01-20	14:08:57	225	135	*	*	*	*	*	*	*	2011-01-20 12:08:15	2011-01-20 14:08:57	2011-01-20 11:08:15	2011-01-20 13:08:57	2011-01-20 10:08:15	2011-01-20 12:08:57	/gehme/data/soho/lasco/level_05/c2/20110120/22359109.fts	/gehme/data/soho/lasco/level_05/c2/20110120/22359118.fts	/gehme/data/soho/lasco/level_05/c2/20110120/22359104.fts	/gehme/data/soho/lasco/level_05/c2/20110120/22359114.fts
598	2011-01-21	14:08:15	2011-01-21	22:08:55	45	315	*	*	*	*	*	*	*	2011-01-21 14:08:15	2011-01-21 22:08:55	2011-01-21 13:08:15	2011-01-21 21:08:55	2011-01-21 12:08:15	2011-01-21 20:08:55	/gehme/data/soho/lasco/level_05/c2/20110121/22359241.fts	/gehme/data/soho/lasco/level_05/c2/20110121/22359274.fts	/gehme/data/soho/lasco/level_05/c2/20110121/22359237.fts	/gehme/data/soho/lasco/level_05/c2/20110121/22359269.fts
599	2011-01-22	08:08:15	2011-01-22	11:08:55	90	270	*	*	*	*	*	*	*	2011-01-22 08:08:15	2011-01-22 11:08:55	2011-01-22 07:08:15	2011-01-22 10:08:55	2011-01-22 06:08:15	2011-01-22 09:08:55	/gehme/data/soho/lasco/level_05/c2/20110122/22359311.fts	/gehme/data/soho/lasco/level_05/c2/20110122/22359329.fts	/gehme/data/soho/lasco/level_05/c2/20110122/22359308.fts	/gehme/data/soho/lasco/level_05/c2/20110122/22359324.fts
600	2011-01-22	15:08:15	2011-01-22	16:08:55	0	0	*	*	*	*	*	*	*	2011-01-22 15:08:15	2011-01-22 16:08:55	2011-01-22 14:08:15	2011-01-22 15:08:55	2011-01-22 13:08:15	2011-01-22 14:08:55	/gehme/data/soho/lasco/level_05/c2/20110122/22359347.fts	/gehme/data/soho/lasco/level_05/c2/20110122/22359354.fts	/gehme/data/soho/lasco/level_05/c2/20110122/22359343.fts	/gehme/data/soho/lasco/level_05/c2/20110122/22359347.fts
601	2011-01-23	04:08:15	2011-01-23	04:08:55	360	360	*	*	*	*	*	*	*	2011-01-23 04:08:15	2011-01-23 04:08:55	2011-01-23 03:08:15	2011-01-23 03:08:55	2011-01-23 02:08:15	2011-01-23 02:08:55	/gehme/data/soho/lasco/level_05/c2/20110123/22359416.fts	/gehme/data/soho/lasco/level_05/c2/20110123/22359416.fts	/gehme/data/soho/lasco/level_05/c2/20110123/22359409.fts	/gehme/data/soho/lasco/level_05/c2/20110123/22359409.fts
602	2011-01-24	00:08:15	2011-01-24	01:08:55	270	90	*	*	*	*	*	*	*	2011-01-24 00:08:15	2011-01-24 01:08:55	2011-01-23 23:08:15	2011-01-24 00:08:55	2011-01-23 22:08:15	2011-01-23 23:08:55	/gehme/data/soho/lasco/level_05/c2/20110123/22359520.fts	/gehme/data/soho/lasco/level_05/c2/20110124/22359525.fts	/gehme/data/soho/lasco/level_05/c2/20110123/22359517.fts	/gehme/data/soho/lasco/level_05/c2/20110123/22359520.fts
603	2011-01-24	04:08:15	2011-01-24	05:08:55	90	270	*	*	*	*	*	*	*	2011-01-24 04:08:15	2011-01-24 05:08:55	2011-01-24 03:08:15	2011-01-24 04:08:55	2011-01-24 02:08:15	2011-01-24 03:08:55	/gehme/data/soho/lasco/level_05/c2/20110124/22359540.fts	/gehme/data/soho/lasco/level_05/c2/20110124/22359545.fts	/gehme/data/soho/lasco/level_05/c2/20110124/22359533.fts	/gehme/data/soho/lasco/level_05/c2/20110124/22359540.fts
604	2011-01-25	06:08:15	2011-01-25	07:08:54	315	45	*	*	*	*	*	*	*	2011-01-25 06:08:15	2011-01-25 07:08:54	2011-01-25 05:08:15	2011-01-25 06:08:54	2011-01-25 04:08:15	2011-01-25 05:08:54	/gehme/data/soho/lasco/level_05/c2/20110125/22359674.fts	/gehme/data/soho/lasco/level_05/c2/20110125/22359679.fts	/gehme/data/soho/lasco/level_05/c2/20110125/22359669.fts	/gehme/data/soho/lasco/level_05/c2/20110125/22359674.fts
605	2011-01-25	10:08:15	2011-01-25	12:08:54	45	315	*	*	*	*	*	*	*	2011-01-25 10:08:15	2011-01-25 12:08:54	2011-01-25 09:08:15	2011-01-25 11:08:54	2011-01-25 08:08:15	2011-01-25 10:08:54	/gehme/data/soho/lasco/level_05/c2/20110125/22359696.fts	No data	/gehme/data/soho/lasco/level_05/c2/20110125/22359689.fts	/gehme/data/soho/lasco/level_05/c2/20110125/22359701.fts
606	2011-01-26	02:08:15	2011-01-26	03:08:54	45	315	*	*	*	*	*	*	*	2011-01-26 02:08:15	2011-01-26 03:08:54	2011-01-26 01:08:15	2011-01-26 02:08:54	2011-01-26 00:08:15	2011-01-26 01:08:54	/gehme/data/soho/lasco/level_05/c2/20110126/22359754.fts	/gehme/data/soho/lasco/level_05/c2/20110126/22359758.fts	/gehme/data/soho/lasco/level_05/c2/20110126/22359750.fts	/gehme/data/soho/lasco/level_05/c2/20110126/22359754.fts
607	2011-01-27	22:08:15	2011-01-27	23:08:53	315	45	*	*	*	*	*	*	*	2011-01-27 22:08:15	2011-01-27 23:08:53	2011-01-27 21:08:15	2011-01-27 22:08:53	2011-01-27 20:08:15	2011-01-27 21:08:53	/gehme/data/soho/lasco/level_05/c2/20110127/22359985.fts	/gehme/data/soho/lasco/level_05/c2/20110127/22359989.fts	/gehme/data/soho/lasco/level_05/c2/20110127/22359976.fts	/gehme/data/soho/lasco/level_05/c2/20110127/22359985.fts
608	2011-01-28	02:08:15	2011-01-28	02:08:53	315	45	*	*	*	*	*	*	*	2011-01-28 02:08:15	2011-01-28 02:08:53	2011-01-28 01:08:15	2011-01-28 01:08:53	2011-01-28 00:08:15	2011-01-28 00:08:53	/gehme/data/soho/lasco/level_05/c2/20110128/22360002.fts	/gehme/data/soho/lasco/level_05/c2/20110128/22360002.fts	/gehme/data/soho/lasco/level_05/c2/20110128/22359998.fts	/gehme/data/soho/lasco/level_05/c2/20110128/22359998.fts
609	2011-01-29	03:08:15	2011-01-29	03:08:53	315	45	*	*	*	*	*	*	*	2011-01-29 03:08:15	2011-01-29 03:08:53	2011-01-29 02:08:15	2011-01-29 02:08:53	2011-01-29 01:08:15	2011-01-29 01:08:53	/gehme/data/soho/lasco/level_05/c2/20110129/22360122.fts	/gehme/data/soho/lasco/level_05/c2/20110129/22360122.fts	/gehme/data/soho/lasco/level_05/c2/20110129/22360120.fts	/gehme/data/soho/lasco/level_05/c2/20110129/22360120.fts
610	2011-01-29	10:08:15	2011-01-29	11:08:53	270	90	*	*	*	*	*	*	*	2011-01-29 10:08:15	2011-01-29 11:08:53	2011-01-29 09:08:15	2011-01-29 10:08:53	2011-01-29 08:08:15	2011-01-29 09:08:53	/gehme/data/soho/lasco/level_05/c2/20110129/22360161.fts	/gehme/data/soho/lasco/level_05/c2/20110129/22360169.fts	/gehme/data/soho/lasco/level_05/c2/20110129/22360155.fts	/gehme/data/soho/lasco/level_05/c2/20110129/22360161.fts
611	2011-01-29	14:08:15	2011-01-29	15:08:53	90/315	270/45	*	*	*	*	*	*	*	2011-01-29 14:08:15	2011-01-29 15:08:53	2011-01-29 13:08:15	2011-01-29 14:08:53	2011-01-29 12:08:15	2011-01-29 13:08:53	/gehme/data/soho/lasco/level_05/c2/20110129/22360184.fts	/gehme/data/soho/lasco/level_05/c2/20110129/22360188.fts	/gehme/data/soho/lasco/level_05/c2/20110129/22360180.fts	/gehme/data/soho/lasco/level_05/c2/20110129/22360184.fts
612	2011-01-30	10:08:15	2011-01-30	10:08:53	135/45	225/315	*	*	*	*	*	*	*	2011-01-30 10:08:15	2011-01-30 10:08:53	2011-01-30 09:08:15	2011-01-30 09:08:53	2011-01-30 08:08:15	2011-01-30 08:08:53	/gehme/data/soho/lasco/level_05/c2/20110130/22360290.fts	/gehme/data/soho/lasco/level_05/c2/20110130/22360290.fts	/gehme/data/soho/lasco/level_05/c2/20110130/22360283.fts	/gehme/data/soho/lasco/level_05/c2/20110130/22360283.fts
613	2011-01-31	17:08:15	2011-01-31	18:08:52	315	45	*	*	*	*	*	*	*	2011-01-31 17:08:15	2011-01-31 18:08:52	2011-01-31 16:08:15	2011-01-31 17:08:52	2011-01-31 15:08:15	2011-01-31 16:08:52	/gehme/data/soho/lasco/level_05/c2/20110131/22360448.fts	/gehme/data/soho/lasco/level_05/c2/20110131/22360451.fts	/gehme/data/soho/lasco/level_05/c2/20110131/22360445.fts	/gehme/data/soho/lasco/level_05/c2/20110131/22360448.fts
614	2011-02-01	21:08:15	2011-02-01	22:08:52	315	45	*	*	*	*	*	*	*	2011-02-01 21:08:15	2011-02-01 22:08:52	2011-02-01 20:08:15	2011-02-01 21:08:52	2011-02-01 19:08:15	2011-02-01 20:08:52	/gehme/data/soho/lasco/level_05/c2/20110201/22360590.fts	/gehme/data/soho/lasco/level_05/c2/20110201/22360599.fts	/gehme/data/soho/lasco/level_05/c2/20110201/22360585.fts	/gehme/data/soho/lasco/level_05/c2/20110201/22360590.fts
615	2011-02-02	03:08:15	2011-02-02	03:08:52	315	45	*	*	*	*	*	*	*	2011-02-02 03:08:15	2011-02-02 03:08:52	2011-02-02 02:08:15	2011-02-02 02:08:52	2011-02-02 01:08:15	2011-02-02 01:08:52	/gehme/data/soho/lasco/level_05/c2/20110202/22360620.fts	/gehme/data/soho/lasco/level_05/c2/20110202/22360620.fts	/gehme/data/soho/lasco/level_05/c2/20110202/22360616.fts	/gehme/data/soho/lasco/level_05/c2/20110202/22360616.fts
616	2011-02-03	05:08:15	2011-02-03	08:08:52	270	90	*	*	*	*	*	*	*	2011-02-03 05:08:15	2011-02-03 08:08:52	2011-02-03 04:08:15	2011-02-03 07:08:52	2011-02-03 03:08:15	2011-02-03 06:08:52	No data	No data	/gehme/data/soho/lasco/level_05/c2/20110203/22360694.fts	No data
617	2011-02-05	02:08:15	2011-02-05	03:08:51	315	45	*	*	*	*	*	*	*	2011-02-05 02:08:15	2011-02-05 03:08:51	2011-02-05 01:08:15	2011-02-05 02:08:51	2011-02-05 00:08:15	2011-02-05 01:08:51	/gehme/data/soho/lasco/level_05/c2/20110205/22360780.fts	/gehme/data/soho/lasco/level_05/c2/20110205/22360782.fts	/gehme/data/soho/lasco/level_05/c2/20110205/22360776.fts	/gehme/data/soho/lasco/level_05/c2/20110205/22360780.fts
618	2011-02-09	04:08:15	2011-02-09	05:08:50	90	270	*	*	*	*	*	*	*	2011-02-09 04:08:15	2011-02-09 05:08:50	2011-02-09 03:08:15	2011-02-09 04:08:50	2011-02-09 02:08:15	2011-02-09 03:08:50	/gehme/data/soho/lasco/level_05/c2/20110209/22361234.fts	/gehme/data/soho/lasco/level_05/c2/20110209/22361239.fts	/gehme/data/soho/lasco/level_05/c2/20110209/22361230.fts	/gehme/data/soho/lasco/level_05/c2/20110209/22361234.fts
619	2011-02-09	17:08:15	2011-02-09	18:08:50	270	90	*	*	*	*	*	*	*	2011-02-09 17:08:15	2011-02-09 18:08:50	2011-02-09 16:08:15	2011-02-09 17:08:50	2011-02-09 15:08:15	2011-02-09 16:08:50	/gehme/data/soho/lasco/level_05/c2/20110209/22361296.fts	/gehme/data/soho/lasco/level_05/c2/20110209/22361297.fts	/gehme/data/soho/lasco/level_05/c2/20110209/22361290.fts	/gehme/data/soho/lasco/level_05/c2/20110209/22361296.fts
620	2011-02-10	03:08:15	2011-02-10	04:08:50	270	90	*	*	*	*	*	*	*	2011-02-10 03:08:15	2011-02-10 04:08:50	2011-02-10 02:08:15	2011-02-10 03:08:50	2011-02-10 01:08:15	2011-02-10 02:08:50	/gehme/data/soho/lasco/level_05/c2/20110210/22361342.fts	/gehme/data/soho/lasco/level_05/c2/20110210/22361349.fts	/gehme/data/soho/lasco/level_05/c2/20110210/22361337.fts	/gehme/data/soho/lasco/level_05/c2/20110210/22361342.fts
621	2011-02-13	19:08:15	2011-02-13	19:08:48	90	270	*	*	*	*	*	*	*	2011-02-13 19:08:15	2011-02-13 19:08:48	2011-02-13 18:08:15	2011-02-13 18:08:48	2011-02-13 17:08:15	2011-02-13 17:08:48	/gehme/data/soho/lasco/level_05/c2/20110213/22361809.fts	/gehme/data/soho/lasco/level_05/c2/20110213/22361809.fts	/gehme/data/soho/lasco/level_05/c2/20110213/22361804.fts	/gehme/data/soho/lasco/level_05/c2/20110213/22361804.fts
