no[#]	date_a	time_a	date_b	time_b	PA_a[deg]	PA_b[deg]	clong a[deg]	clong b[deg]	hlong a[deg]	hlong b[deg]	angle e-a[deg]	angle b-e[deg]	angle b-a[deg]	evento_a	evento_b	preevento_a_1h	preevento_b_1h	preevento_a_2h	preevento_b_2h
273	2009-09-12	01:08:15	2009-09-13	03:09:04	270	135	116.123	1.143	60.308	-54.672	60.157	*	*	2009-09-12 01:08:15	2009-09-13 03:09:04	2009-09-12 00:08:15	2009-09-13 02:09:04	2009-09-11 23:08:15	2009-09-13 01:09:04
274	2009-09-14	00:08:15	2009-09-14	00:09:04	270	45	90.376	335.032	60.416	-54.927	*	*	*	2009-09-14 00:08:15	2009-09-14 00:09:04	2009-09-13 23:08:15	2009-09-13 23:09:04	2009-09-13 22:08:15	2009-09-13 22:09:04
275	2009-09-22	01:08:15	2009-09-22	00:09:04	90	270	345.168	228.362	60.824	-55.982	60.812	55.664	*	2009-09-22 01:08:15	2009-09-22 00:09:04	2009-09-22 00:08:15	2009-09-21 23:09:04	2009-09-21 23:08:15	2009-09-21 22:09:04
279	2009-09-30	11:08:15	2009-09-30	14:09:04	90/270	90	233.928	115.614	61.203	-57.111	*	*	*	2009-09-30 11:08:15	2009-09-30 14:09:04	2009-09-30 10:08:15	2009-09-30 13:09:04	2009-09-30 09:08:15	2009-09-30 12:09:04
280	2009-10-03	19:08:15	2009-10-03	19:09:04	270	90	190.081	71.184	61.341	-57.556	61.497	*	*	2009-10-03 19:08:15	2009-10-03 19:09:04	2009-10-03 18:08:15	2009-10-03 18:09:04	2009-10-03 17:08:15	2009-10-03 17:09:04
281	2009-10-13	14:08:15	2009-10-14	17:08:04	270	90	61.267	300.697	61.711	-58.860	*	*	*	2009-10-13 14:08:15	2009-10-14 17:08:04	2009-10-13 13:08:15	2009-10-14 16:08:04	2009-10-13 12:08:15	2009-10-14 15:08:04
282	2009-10-16	13:08:15	2009-10-17	00:09:04	90	270	22.347	261.282	61.813	-59.252	62.123	*	*	2009-10-16 13:08:15	2009-10-17 00:09:04	2009-10-16 12:08:15	2009-10-16 23:09:04	2009-10-16 11:08:15	2009-10-16 22:09:04
283	2009-10-20	14:08:15	2009-10-20	12:09:04	270	90	330.261	208.543	61.945	-59.773	*	*	*	2009-10-20 14:08:15	2009-10-20 12:09:04	2009-10-20 13:08:15	2009-10-20 11:09:04	2009-10-20 12:08:15	2009-10-20 10:09:04
284	2009-10-21	*	2009-10-21	23:09:04	*	90	311.075	189.118	61.993	-59.964	62.351	59.608	121.959		2009-10-21 23:09:04		2009-10-21 22:09:04		2009-10-21 21:09:04
286	2009-10-23	*	2009-10-23	19:08:15	*	90	286.965	164.710	62.053	-60.203	62.424	59.857	*		2009-10-23 19:08:15		2009-10-23 18:08:15		2009-10-23 17:08:15
287	2009-10-27	19:08:15	2009-10-27	19:09:04	90	270	234.341	111.442	62.181	-60.718	62.576	*	*	2009-10-27 19:08:15	2009-10-27 19:09:04	2009-10-27 18:08:15	2009-10-27 18:09:04	2009-10-27 17:08:15	2009-10-27 17:09:04
288	2009-10-31	05:08:15	2009-10-31	05:09:04	90	270	189.393	65.952	62.289	-61.153	62.699	*	*	2009-10-31 05:08:15	2009-10-31 05:09:04	2009-10-31 04:08:15	2009-10-31 04:09:04	2009-10-31 03:08:15	2009-10-31 03:09:04
289	2009-11-05	01:08:15	2009-11-05	01:09:04	90	90	125.811	1.613	62.440	-61.757	62.861	*	*	2009-11-05 01:08:15	2009-11-05 01:09:04	2009-11-05 00:08:15	2009-11-05 00:09:04	2009-11-04 23:08:15	2009-11-04 23:09:04
290	2009-11-05	*	2009-11-05	19:09:04	*	270	115.936	351.622	62.464	-61.850	62.885	61.610	124.495		2009-11-05 19:09:04		2009-11-05 18:09:04		2009-11-05 17:09:04
291	2009-11-08	05:08:15	2009-11-08	06:09:04	270	45	84.156	319.470	62.538	-62.148	62.960	*	*	2009-11-08 05:08:15	2009-11-08 06:09:04	2009-11-08 04:08:15	2009-11-08 05:09:04	2009-11-08 03:08:15	2009-11-08 04:09:04
292	2009-11-13	23:09:04	2009-11-13	23:08:15	90	270	8.525	242.966	62.714	-62.845	63.122	*	*	2009-11-13 23:09:04	2009-11-13 23:08:15	2009-11-13 22:09:04	2009-11-13 22:08:15	2009-11-13 21:09:04	2009-11-13 21:08:15
293	2009-11-15	13:08:15	2009-11-15	*	270	*	347.700	221.905	62.762	-63.034	63.164	62.908	*	2009-11-15 13:08:15		2009-11-15 12:08:15		2009-11-15 11:08:15	
294	2009-11-16	17:08:15	2009-11-16	06:09:04	270	90	338.375	212.474	62.783	-63.118	*	*	*	2009-11-16 17:08:15	2009-11-16 06:09:04	2009-11-16 16:08:15	2009-11-16 05:09:04	2009-11-16 15:08:15	2009-11-16 04:09:04
295	2009-11-18	11:08:15	2009-11-18	09:09:04	225	90	310.428	184.212	62.848	-63.368	*	*	*	2009-11-18 11:08:15	2009-11-18 09:09:04	2009-11-18 10:08:15	2009-11-18 08:09:04	2009-11-18 09:08:15	2009-11-18 07:09:04
297	2009-11-20	10:08:15	2009-11-20	10:09:04	270	90	283.587	157.071	62.910	-63.607	63.284	*	*	2009-11-20 10:08:15	2009-11-20 10:09:04	2009-11-20 09:08:15	2009-11-20 09:09:04	2009-11-20 08:08:15	2009-11-20 08:09:04
298	2009-11-20	*	2009-11-20	22:09:04	*	90	277.002	150.413	62.925	-63.665	63.295	63.610	*		2009-11-20 22:09:04		2009-11-20 21:09:04		2009-11-20 20:09:04
299	2009-11-21	08:08:15	2009-11-21	11:09:04	90	270	271.532	144.882	62.938	-63.713	63.305	*	*	2009-11-21 08:08:15	2009-11-21 11:09:04	2009-11-21 07:08:15	2009-11-21 10:09:04	2009-11-21 06:08:15	2009-11-21 09:09:04
300	2009-11-22	06:08:15	2009-11-22	*	270	*	259.477	132.694	62.966	-63.818	63.326	63.782	*	2009-11-22 06:08:15		2009-11-22 05:08:15		2009-11-22 04:08:15	
301	2009-11-28	03:08:15	2009-11-28	*	90	*	182.225	54.596	63.148	-64.480	63.455	64.527	*	2009-11-28 03:08:15		2009-11-28 02:08:15		2009-11-28 01:08:15	
302	2009-11-29	*	2009-11-29	09:09:04	*	270	165.780	37.975	63.187	-64.618	63.481	64.682	*		2009-11-29 09:09:04		2009-11-29 08:09:04		2009-11-29 07:09:04
303	2009-12-02	01:08:15	2009-12-02	00:09:04	270	90	131.267	3.093	63.270	-64.904	63.534	*	*	2009-12-02 01:08:15	2009-12-02 00:09:04	2009-12-02 00:08:15	2009-12-01 23:09:04	2009-12-01 23:08:15	2009-12-01 22:09:04
304	2009-12-04	*	2009-12-04	14:09:04	*	270	97.304	328.771	63.352	-65.181	63.585	65.318	128.903		2009-12-04 14:09:04		2009-12-04 13:09:04		2009-12-04 12:09:04
305	2009-12-06	*	2009-12-06	13:09:04	*	270	71.560	302.757	63.414	-65.388	63.622	65.552	*		2009-12-06 13:09:04		2009-12-06 12:09:04		2009-12-06 11:09:04
306	2009-12-13	11:08:15	2009-12-13	*	90	*	340.649	210.915	63.631	-66.102	63.743	66.356	*	2009-12-13 11:08:15		2009-12-13 10:08:15		2009-12-13 09:08:15	
307	2009-12-16	03:08:15	2009-12-16	04:08:58	90	270	305.599	175.515	63.714	-66.370	63.787	*	*	2009-12-16 03:08:15	2009-12-16 04:08:58	2009-12-16 02:08:15	2009-12-16 03:08:58	2009-12-16 01:08:15	2009-12-16 02:08:58
308	2009-12-22	04:08:56	2009-12-21	22:08:15	270	90	229.481	98.654	63.893	-66.933	*	*	*	2009-12-22 04:08:56	2009-12-21 22:08:15	2009-12-22 03:08:56	2009-12-21 21:08:15	2009-12-22 02:08:56	2009-12-21 20:08:15
309	2009-12-28	*	2009-12-28	17:08:54	*	270	140.229	8.563	64.104	-67.562	63.989	67.967	*		2009-12-28 17:08:54		2009-12-28 16:08:54		2009-12-28 15:08:54
310	2009-12-30	17:08:15	2009-12-30	16:08:53	90	270	114.495	342.594	64.165	-67.736	64.021	*	*	2009-12-30 17:08:15	2009-12-30 16:08:53	2009-12-30 16:08:15	2009-12-30 15:08:53	2009-12-30 15:08:15	2009-12-30 14:08:53
311	2010-01-01	23:08:15	2010-01-01	19:08:52	90	270	86.572	314.420	64.230	-67.922	64.057	68.352	*	2010-01-01 23:08:15	2010-01-01 19:08:52	2010-01-01 22:08:15	2010-01-01 18:08:52	2010-01-01 21:08:15	2010-01-01 17:08:52
312	2010-01-03	*	2010-01-03	12:08:52	*	270	64.124	291.773	64.282	-68.069	64.086	68.507	*		2010-01-03 12:08:52		2010-01-03 11:08:52		2010-01-03 10:08:52
313	2010-01-06	00:08:15	2010-01-06	00:08:51	270	90	31.275	258.637	64.357	-68.280	64.129	*	*	2010-01-06 00:08:15	2010-01-06 00:08:51	2010-01-05 23:08:15	2010-01-05 23:08:51	2010-01-05 22:08:15	2010-01-05 22:08:51
314	2010-01-07	11:08:15	2010-01-07	12:08:50	270	90	12.113	239.310	64.401	-68.402	64.154	*	*	2010-01-07 11:08:15	2010-01-07 12:08:50	2010-01-07 10:08:15	2010-01-07 11:08:50	2010-01-07 09:08:15	2010-01-07 10:08:50
315	2010-01-10	22:08:15	2010-01-10	15:08:49	270	90	330.505	197.351	64.493	-68.660	64.210	*	*	2010-01-10 22:08:15	2010-01-10 15:08:49	2010-01-10 21:08:15	2010-01-10 14:08:49	2010-01-10 20:08:15	2010-01-10 13:08:49
316	2010-01-11	02:08:15	2010-01-11	08:08:49	270	90	324.482	191.279	64.507	-68.696	*	*	*	2010-01-11 02:08:15	2010-01-11 08:08:49	2010-01-11 01:08:15	2010-01-11 07:08:49	2010-01-11 00:08:15	2010-01-11 06:08:49
317	2010-01-13	07:08:15	2010-01-13	12:08:49	270	90	295.467	162.025	64.570	-68.871	*	*	*	2010-01-13 07:08:15	2010-01-13 12:08:49	2010-01-13 06:08:15	2010-01-13 11:08:49	2010-01-13 05:08:15	2010-01-13 10:08:49
318	2010-01-15	09:08:15	2010-01-15	13:08:48	90	90	268.093	134.432	64.629	-69.033	64.296	69.488	*	2010-01-15 09:08:15	2010-01-15 13:08:48	2010-01-15 08:08:15	2010-01-15 12:08:48	2010-01-15 07:08:15	2010-01-15 11:08:48
319	2010-01-17	07:08:15	2010-01-17	12:08:47	225	90	242.910	109.050	64.682	-69.178	*	*	*	2010-01-17 07:08:15	2010-01-17 12:08:47	2010-01-17 06:08:15	2010-01-17 11:08:47	2010-01-17 05:08:15	2010-01-17 10:08:47
320	2010-01-19	*	2010-01-19	00:08:47	*	135	220.464	86.430	64.730	-69.304	64.367	69.751	134.117		2010-01-19 00:08:47		2010-01-18 23:08:47		2010-01-18 22:08:47
321	2010-01-22	12:08:15	2010-01-22	15:08:46	90	270	174.477	40.096	64.826	-69.555	64.440	*	*	2010-01-22 12:08:15	2010-01-22 15:08:46	2010-01-22 11:08:15	2010-01-22 14:08:46	2010-01-22 10:08:15	2010-01-22 13:08:46
322	2010-01-24	00:08:15	2010-01-24	03:08:45	315	45	154.768	20.242	64.867	-69.659	*	*	*	2010-01-24 00:08:15	2010-01-24 03:08:45	2010-01-23 23:08:15	2010-01-24 02:08:45	2010-01-23 22:08:15	2010-01-24 01:08:45
323	2010-01-27	22:08:15	2010-01-27	23:09:04	315	45	103.305	328.413	64.974	-69.918	*	*	*	2010-01-27 22:08:15	2010-01-27 23:09:04	2010-01-27 21:08:15	2010-01-27 22:09:04	2010-01-27 20:08:15	2010-01-27 21:09:04
324	2010-01-29	05:08:15	2010-01-29	04:09:04	315	45	86.872	311.866	65.008	-69.998	*	*	*	2010-01-29 05:08:15	2010-01-29 04:09:04	2010-01-29 04:08:15	2010-01-29 03:09:04	2010-01-29 03:08:15	2010-01-29 02:09:04
325	2010-02-01	23:08:15	2010-02-01	22:09:04	135/270	225	37.598	262.262	65.109	-70.227	64.690	70.578	135.268	2010-02-01 23:08:15	2010-02-01 22:09:04	2010-02-01 22:08:15	2010-02-01 21:09:04	2010-02-01 21:08:15	2010-02-01 20:09:04
326	2010-02-03	13:08:15	2010-02-03	15:09:04	90/315	45/225	16.255	240.780	65.152	-70.322	64.733	*	*	2010-02-03 13:08:15	2010-02-03 15:09:04	2010-02-03 12:08:15	2010-02-03 14:09:04	2010-02-03 11:08:15	2010-02-03 13:09:04
327	2010-02-07	06:08:15	2010-02-07	07:09:04	90	270	327.527	191.747	65.250	-70.529	64.837	70.822	*	2010-02-07 06:08:15	2010-02-07 07:09:04	2010-02-07 05:08:15	2010-02-07 06:09:04	2010-02-07 04:08:15	2010-02-07 05:09:04
328	2010-02-08	13:08:15	2010-02-08	14:09:04	90	270	310.554	174.671	65.284	-70.598	64.875	*	*	2010-02-08 13:08:15	2010-02-08 14:09:04	2010-02-08 12:08:15	2010-02-08 13:09:04	2010-02-08 11:08:15	2010-02-08 12:09:04
329	2010-02-09	22:08:15	2010-02-09	23:09:04	270	90	292.486	156.496	65.320	-70.670	64.916	70.929	*	2010-02-09 22:08:15	2010-02-09 23:09:04	2010-02-09 21:08:15	2010-02-09 22:09:04	2010-02-09 20:08:15	2010-02-09 21:09:04
330	2010-02-10	11:08:15	2010-02-10	12:09:04	90	270	285.368	149.336	65.334	-70.697	64.932	70.949	*	2010-02-10 11:08:15	2010-02-10 12:09:04	2010-02-10 10:08:15	2010-02-10 11:09:04	2010-02-10 09:08:15	2010-02-10 10:09:04
331	2010-02-10	19:08:15	2010-02-10	20:09:04	90	270	280.988	144.931	65.343	-70.714	64.943	*	*	2010-02-10 19:08:15	2010-02-10 20:09:04	2010-02-10 18:08:15	2010-02-10 19:09:04	2010-02-10 17:08:15	2010-02-10 18:09:04
332	2010-02-11	*	2010-02-11	06:09:04	*	270	274.956	138.864	65.355	-70.737	64.957	70.978	*		2010-02-11 06:09:04		2010-02-11 05:09:04		2010-02-11 04:09:04
333	2010-02-11	21:08:15	2010-02-11	23:08:41	90	270	266.752	130.613	65.371	-70.768	64.976	*	*	2010-02-11 21:08:15	2010-02-11 23:08:41	2010-02-11 20:08:15	2010-02-11 22:08:41	2010-02-11 19:08:15	2010-02-11 21:08:41
334	2010-02-12	*	2010-02-12	11:08:41	*	270	259.087	122.904	65.387	-70.796	64.994	71.021	136.015		2010-02-12 11:08:41		2010-02-12 10:08:41		2010-02-12 09:08:41
335	2010-02-12	13:08:15	2010-02-12	14:08:40	90	270	257.991	121.802	65.389	-70.800	64.997	71.024	*	2010-02-12 13:08:15	2010-02-12 14:08:40	2010-02-12 12:08:15	2010-02-12 13:08:40	2010-02-12 11:08:15	2010-02-12 12:08:40
336	2010-02-13	00:08:15	2010-02-13	00:08:40	45	315	251.969	115.746	65.401	-70.822	65.012	71.040	*	2010-02-13 00:08:15	2010-02-13 00:08:40	2010-02-12 23:08:15	2010-02-12 23:08:40	2010-02-12 22:08:15	2010-02-12 22:08:40
337	2010-02-14	08:08:15	2010-02-14	05:08:40	45	270	236.090	99.778	65.433	-70.879	65.050	*	*	2010-02-14 08:08:15	2010-02-14 05:08:40	2010-02-14 07:08:15	2010-02-14 04:08:40	2010-02-14 06:08:15	2010-02-14 03:08:40
338	2010-02-14	23:08:15	2010-02-15	05:08:40	45	270	226.234	89.868	65.453	-70.913	65.075	*	*	2010-02-14 23:08:15	2010-02-15 05:08:40	2010-02-14 22:08:15	2010-02-15 04:08:40	2010-02-14 21:08:15	2010-02-15 03:08:40
339	2010-02-15	15:08:15	2010-02-15	16:08:40	225	90	217.473	81.060	65.470	-70.943	*	*	*	2010-02-15 15:08:15	2010-02-15 16:08:40	2010-02-15 14:08:15	2010-02-15 15:08:40	2010-02-15 13:08:15	2010-02-15 14:08:40
340	2010-02-16	11:08:15	2010-02-16	11:08:40	90	270	206.522	70.050	65.492	-70.980	65.125	*	*	2010-02-16 11:08:15	2010-02-16 11:08:40	2010-02-16 10:08:15	2010-02-16 10:08:40	2010-02-16 09:08:15	2010-02-16 09:08:40
341	2010-02-20	14:08:15	2010-02-20	13:08:39	315	45	152.862	16.111	65.603	-71.147	65.270	*	*	2010-02-20 14:08:15	2010-02-20 13:08:39	2010-02-20 13:08:15	2010-02-20 12:08:39	2010-02-20 12:08:15	2010-02-20 11:08:39
342	2010-02-21	05:08:15	2010-02-21	05:08:39	315	45	144.101	7.307	65.622	-71.172	*	*	*	2010-02-21 05:08:15	2010-02-21 05:08:39	2010-02-21 04:08:15	2010-02-21 04:08:39	2010-02-21 03:08:15	2010-02-21 03:08:39
343	2010-02-22	09:08:15	2010-02-22	10:08:38	270	45	128.769	351.899	65.654	-71.215	65.339	*	*	2010-02-22 09:08:15	2010-02-22 10:08:38	2010-02-22 08:08:15	2010-02-22 09:08:38	2010-02-22 07:08:15	2010-02-22 08:08:38
344	2010-02-22	14:08:15	2010-02-22	16:08:38	270	0/90	126.031	349.148	65.660	-71.223	65.347	*	*	2010-02-22 14:08:15	2010-02-22 16:08:38	2010-02-22 13:08:15	2010-02-22 15:08:38	2010-02-22 12:08:15	2010-02-22 14:08:38
345	2010-02-23	*	2010-02-23	13:08:38	*	45	113.436	336.493	65.687	-71.256	65.384	71.319	*		2010-02-23 13:08:38		2010-02-23 12:08:38		2010-02-23 11:08:38
346	2010-02-24	06:08:15	2010-02-24	05:08:38	270	90	104.675	327.690	65.707	-71.279	*	*	*	2010-02-24 06:08:15	2010-02-24 05:08:38	2010-02-24 05:08:15	2010-02-24 04:08:38	2010-02-24 04:08:15	2010-02-24 03:08:38
347	2010-02-25	01:08:15	2010-02-25	02:08:38	135/225	225/45	93.724	316.687	65.731	-71.306	65.443	*	*	2010-02-25 01:08:15	2010-02-25 02:08:38	2010-02-25 00:08:15	2010-02-25 01:08:38	2010-02-24 23:08:15	2010-02-25 00:08:38
348	2010-02-25	18:08:15	2010-02-26	02:08:38	135	225	84.415	307.335	65.752	-71.328	65.472	71.357	*	2010-02-25 18:08:15	2010-02-26 02:08:38	2010-02-25 17:08:15	2010-02-26 01:08:38	2010-02-25 16:08:15	2010-02-26 00:08:38
349	2010-02-28	11:08:15	2010-02-28	12:08:37	135	225	48.821	271.581	65.833	-71.408	65.585	*	*	2010-02-28 11:08:15	2010-02-28 12:08:37	2010-02-28 10:08:15	2010-02-28 11:08:37	2010-02-28 09:08:15	2010-02-28 10:08:37
350	2010-02-28	18:08:15	2010-02-28	19:08:37	315	45	44.988	267.731	65.842	-71.416	*	*	*	2010-02-28 18:08:15	2010-02-28 19:08:37	2010-02-28 17:08:15	2010-02-28 18:08:37	2010-02-28 16:08:15	2010-02-28 17:08:37
351	2010-03-01	09:08:15	2010-03-01	08:08:37	135/180	225	37.322	260.031	65.859	-71.432	65.623	71.405	*	2010-03-01 09:08:15	2010-03-01 08:08:37	2010-03-01 08:08:15	2010-03-01 07:08:37	2010-03-01 07:08:15	2010-03-01 06:08:37
352	2010-03-02	01:08:15	2010-03-02	01:08:37	90	45/135	28.013	250.681	65.881	-71.450	65.653	*	*	2010-03-02 01:08:15	2010-03-02 01:08:37	2010-03-02 00:08:15	2010-03-02 00:08:37	2010-03-01 23:08:15	2010-03-01 23:08:37
353	2010-03-02	18:08:15	2010-03-02	*	270	*	18.704	241.332	65.903	-71.468	65.685	71.419	*	2010-03-02 18:08:15		2010-03-02 17:08:15		2010-03-02 16:08:15	
354	2010-03-04	03:08:15	2010-03-04	01:08:37	135	90	1.728	224.285	65.944	-71.499	65.742	71.430	*	2010-03-04 03:08:15	2010-03-04 01:08:37	2010-03-04 02:08:15	2010-03-04 00:08:37	2010-03-04 01:08:15	2010-03-03 23:08:37
355	2010-03-05	03:08:15	2010-03-05	06:08:37	270	270	347.491	209.989	65.979	-71.523	65.792	*	*	2010-03-05 03:08:15	2010-03-05 06:08:37	2010-03-05 02:08:15	2010-03-05 05:08:37	2010-03-05 01:08:15	2010-03-05 04:08:37
356	2010-03-06	00:08:15	2010-03-06	00:08:37	270	90	335.991	198.442	66.007	-71.541	65.832	*	*	2010-03-06 00:08:15	2010-03-06 00:08:37	2010-03-05 23:08:15	2010-03-05 23:08:37	2010-03-05 22:08:15	2010-03-05 22:08:37
357	2010-03-06	09:08:15	2010-03-06	10:08:37	90	270	331.063	193.494	66.019	-71.549	65.849	*	*	2010-03-06 09:08:15	2010-03-06 10:08:37	2010-03-06 08:08:15	2010-03-06 09:08:37	2010-03-06 07:08:15	2010-03-06 08:08:37
358	2010-03-07	00:08:15	2010-03-07	*	270	*	322.849	185.247	66.040	-71.561	65.879	71.448	*	2010-03-07 00:08:15		2010-03-06 23:08:15		2010-03-06 22:08:15	
359	2010-03-09	08:08:15	2010-03-09	12:08:36	270	90	292.183	154.462	66.118	-71.603	65.990	*	*	2010-03-09 08:08:15	2010-03-09 12:08:36	2010-03-09 07:08:15	2010-03-09 11:08:36	2010-03-09 06:08:15	2010-03-09 10:08:36
360	2010-03-10	02:08:15	2010-03-10	02:08:36	270	90	282.326	144.567	66.144	-71.615	66.027	71.457	*	2010-03-10 02:08:15	2010-03-10 02:08:36	2010-03-10 01:08:15	2010-03-10 01:08:36	2010-03-10 00:08:15	2010-03-10 00:08:36
361	2010-03-10	11:08:15	2010-03-10	11:08:36	45	315	277.397	139.620	66.157	-71.620	*	*	*	2010-03-10 11:08:15	2010-03-10 11:08:36	2010-03-10 10:08:15	2010-03-10 10:08:36	2010-03-10 09:08:15	2010-03-10 09:08:36
362	2010-03-12	11:08:15	2010-03-12	04:08:36	90	0/270	254.946	117.085	66.217	-71.644	66.131	71.457	*	2010-03-12 11:08:15	2010-03-12 04:08:36	2010-03-12 10:08:15	2010-03-12 03:08:36	2010-03-12 09:08:15	2010-03-12 02:08:36
363	2010-03-13	20:08:15	2010-03-13	19:08:36	90	270	233.589	95.651	66.275	-71.663	66.214	*	*	2010-03-13 20:08:15	2010-03-13 19:08:36	2010-03-13 19:08:15	2010-03-13 18:08:36	2010-03-13 18:08:15	2010-03-13 17:08:36
364	2010-03-14	06:08:15	2010-03-14	05:08:36	90	270	228.113	90.155	66.291	-71.667	66.235	*	*	2010-03-14 06:08:15	2010-03-14 05:08:36	2010-03-14 05:08:15	2010-03-14 04:08:36	2010-03-14 04:08:15	2010-03-14 03:08:36
365	2010-03-14	13:08:15	2010-03-14	14:08:36	225	90	223.733	85.759	66.303	-71.671	66.253	*	*	2010-03-14 13:08:15	2010-03-14 14:08:36	2010-03-14 12:08:15	2010-03-14 13:08:36	2010-03-14 11:08:15	2010-03-14 12:08:36
366	2010-03-15	*	2010-03-15	04:08:36	*	90	215.519	77.516	66.326	-71.676	66.285	71.449	*		2010-03-15 04:08:36		2010-03-15 03:08:36		2010-03-15 02:08:36
367	2010-03-15	10:08:15	2010-03-15	13:08:36	225	90	212.233	74.219	66.336	-71.678	66.298	*	*	2010-03-15 10:08:15	2010-03-15 13:08:36	2010-03-15 09:08:15	2010-03-15 12:08:36	2010-03-15 08:08:15	2010-03-15 11:08:36
368	2010-03-17	18:08:15	2010-03-17	17:08:36	225	135	182.115	43.998	66.423	-71.694	66.421	*	*	2010-03-17 18:08:15	2010-03-17 17:08:36	2010-03-17 17:08:15	2010-03-17 16:08:36	2010-03-17 16:08:15	2010-03-17 15:08:36
369	2010-03-19	20:08:15	2010-03-19	21:08:35	90	270	154.188	15.977	66.509	-71.703	66.539	71.418	*	2010-03-19 20:08:15	2010-03-19 21:08:35	2010-03-19 19:08:15	2010-03-19 20:08:35	2010-03-19 18:08:15	2010-03-19 19:08:35
370	2010-03-20	09:08:15	2010-03-20	11:08:35	270	315/135	147.070	8.835	66.531	*	*	*	*	2010-03-20 09:08:15	2010-03-20 11:08:35	2010-03-20 08:08:15	2010-03-20 10:08:35	2010-03-20 07:08:15	2010-03-20 09:08:35
371	2010-03-25	08:08:15	2010-03-25	07:08:35	315	45	82.456	304.015	66.745	-71.696	*	*	*	2010-03-25 08:08:15	2010-03-25 07:08:35	2010-03-25 07:08:15	2010-03-25 06:08:35	2010-03-25 06:08:15	2010-03-25 05:08:35
372	2010-03-25	14:08:15	2010-03-25	19:08:35	135/270	135	78.623	300.171	66.758	-71.694	*	*	*	2010-03-25 14:08:15	2010-03-25 19:08:35	2010-03-25 13:08:15	2010-03-25 18:08:35	2010-03-25 12:08:15	2010-03-25 17:08:35
373	2010-03-26	16:08:15	2010-03-26	17:08:35	90	270	64.387	285.890	66.809	-71.688	66.943	*	*	2010-03-26 16:08:15	2010-03-26 17:08:35	2010-03-26 15:08:15	2010-03-26 16:08:35	2010-03-26 14:08:15	2010-03-26 15:08:35
374	2010-03-27	16:08:15	2010-03-27	17:08:35	315	45	51.246	272.709	66.857	-71.680	*	*	*	2010-03-27 16:08:15	2010-03-27 17:08:35	2010-03-27 15:08:15	2010-03-27 16:08:35	2010-03-27 14:08:15	2010-03-27 15:08:35
375	2010-03-27	18:08:15	2010-03-27	22:08:35	90	315	50.151	271.611	66.861	-71.680	67.010	71.318	*	2010-03-27 18:08:15	2010-03-27 22:08:35	2010-03-27 17:08:15	2010-03-27 21:08:35	2010-03-27 16:08:15	2010-03-27 20:08:35
376	2010-03-29	12:08:15	2010-03-29	14:08:35	270	90	27.154	248.544	66.946	-71.663	*	*	*	2010-03-29 12:08:15	2010-03-29 14:08:35	2010-03-29 11:08:15	2010-03-29 13:08:35	2010-03-29 10:08:15	2010-03-29 12:08:35
377	2010-03-30	12:08:15	2010-03-30	14:08:35	135/315	45/225	14.013	235.364	66.997	-71.652	*	*	*	2010-03-30 12:08:15	2010-03-30 14:08:35	2010-03-30 11:08:15	2010-03-30 13:08:35	2010-03-30 10:08:15	2010-03-30 12:08:35
378	2010-04-02	14:08:15	2010-04-02	*	90	*	333.498	194.728	67.158	-71.611	67.389	71.211	*	2010-04-02 14:08:15		2010-04-02 13:08:15		2010-04-02 12:08:15	
379	2010-04-03	11:08:15	2010-04-03	12:08:35	135	225	322.000	183.197	67.206	-71.598	67.448	71.193	*	2010-04-03 11:08:15	2010-04-03 12:08:35	2010-04-03 10:08:15	2010-04-03 11:08:35	2010-04-03 09:08:15	2010-04-03 10:08:35
380	2010-04-04	01:08:15	2010-04-04	02:08:35	135	225	314.335	175.510	67.238	-71.588	67.487	*	*	2010-04-04 01:08:15	2010-04-04 02:08:35	2010-04-04 00:08:15	2010-04-04 01:08:35	2010-04-03 23:08:15	2010-04-04 00:08:35
381	2010-04-06	03:08:15	2010-04-06	04:08:35	90	270	286.962	148.056	67.354	-71.552	67.630	*	*	2010-04-06 03:08:15	2010-04-06 04:08:35	2010-04-06 02:08:15	2010-04-06 03:08:35	2010-04-06 01:08:15	2010-04-06 02:08:35
382	2010-04-07	01:08:15	2010-04-07	01:08:35	45	0	274.918	135.976	67.407	-71.534	67.694	*	*	2010-04-07 01:08:15	2010-04-07 01:08:35	2010-04-07 00:08:15	2010-04-07 00:08:35	2010-04-06 23:08:15	2010-04-06 23:08:35
383	2010-04-08	09:08:15	2010-04-08	07:08:36	90	270	258.494	119.504	67.481	-71.509	67.782	*	*	2010-04-08 09:08:15	2010-04-08 07:08:36	2010-04-08 08:08:15	2010-04-08 06:08:36	2010-04-08 07:08:15	2010-04-08 05:08:36
384	2010-04-08	14:08:15	2010-04-08	16:08:36	45	45	254.662	115.661	67.498	-71.503	67.802	*	*	2010-04-08 14:08:15	2010-04-08 16:08:36	2010-04-08 13:08:15	2010-04-08 15:08:36	2010-04-08 12:08:15	2010-04-08 14:08:36
385	2010-04-10	00:08:15	2010-04-10	03:08:36	90	270	236.049	96.994	67.583	-71.472	67.903	*	*	2010-04-10 00:08:15	2010-04-10 03:08:36	2010-04-09 23:08:15	2010-04-10 02:08:36	2010-04-09 22:08:15	2010-04-10 01:08:36
